name,price,color,visual,functional,box
Apple iPhone 6S Plus 16GB,682.0799999999999,Gold,Grade A+,Working,Boxed
Apple iPhone 6S Plus 16GB,635.0400000000001,Gold,Grade A+,Working,Unboxed
Apple iPhone 6S Plus 16GB,635.0400000000001,Gold,Grade A,Working,Boxed
Apple iPhone 6S Plus 16GB,588.0,Gold,Grade A,Working,Unboxed
Apple iPhone 6S Plus 16GB,540.96,Gold,Grade B,Working,Unboxed
Apple iPhone 6S Plus 32GB,729.12,Gold,Grade A+,Working,Unboxed
Apple iPhone 7 256GB,1246.56,Jet Black,Brand New,Working,Boxed
Apple iPhone 7 32GB,976.0799999999999,Rose Gold,Grade A+,Working,Boxed
Apple iPhone 7 32GB,929.0399999999998,Rose Gold,Grade A+,Working,Unboxed
Apple iPhone 7 32GB,870.2399999999999,Rose Gold,Grade A,Working,Unboxed
Apple iPhone 7 32GB,682.0799999999999,Black,Grade C,Working,Unboxed
Apple iPhone 7 Plus 128GB,1411.2,Jet Black,Brand New,Working,Boxed
Apple iPhone 7 Plus 256GB,1458.24,Rose Gold,Brand New,Working,Boxed
Apple iPhone 7 Plus 256GB,1458.24,Silver,Brand New,Working,Boxed
Apple iPhone 7 Plus 256GB,1458.24,Jet Black,Brand New,Working,Boxed
Apple iPhone 7 Plus 256GB,1458.24,Black,Brand New,Working,Boxed
Apple iPhone 7 Plus 256GB,1458.24,Red,Brand New,Working,Boxed
Apple iPhone 7 Plus 256GB,1458.24,Gold,Brand New,Working,Boxed
Apple iPhone 8 256GB,1458.24,Silver,Grade A+,Working,Boxed
Apple iPhone 8 256GB,1411.2,Silver,Grade A+,Working,Unboxed
Apple iPhone 8 256GB,1411.2,Gold,Grade A+,Working,Unboxed
Apple iPhone 8 256GB,1387.68,Gold,Grade A,Working,Unboxed
Apple iPhone 8 256GB,1317.12,Gold,Grade B,Working,Unboxed
Apple iPhone 8 256GB,1234.8,Gold,Grade C,Working,Unboxed
Apple iPhone 8 Plus 256GB,1669.9199999999998,Silver,Grade A+,Working,Unboxed
Apple iPhone 8 Plus 256GB,1622.8799999999999,Silver,Grade A,Working,Unboxed
Apple iPhone 8 Plus 256GB,1622.8799999999999,Grey,Grade A,Working,Unboxed
Apple iPhone 8 Plus 256GB,1575.84,Grey,Grade B,Working,Unboxed
Apple iPhone 8 Plus 256GB,1528.8,Gold,Grade C+,Working,Unboxed
Apple iPhone 8 Plus 256GB,1669.9199999999998,Gold,Grade A+,Working,Unboxed
Apple iPhone 8 Plus 256GB,1622.8799999999999,Gold,Grade A,Working,Unboxed
Apple iPhone SE 128GB,677.376,Rose Gold,Grade A+,Working,Boxed
Apple iPhone SE 128GB,642.096,Rose Gold,Grade A+,Working,Unboxed
Apple iPhone SE 128GB,623.28,Rose Gold,Grade A,Working,Unboxed
Apple iPhone SE 128GB,677.376,Silver,Grade A+,Working,Boxed
Apple iPhone SE 128GB,677.376,Gold,Grade A+,Working,Boxed
Apple iPhone SE 16GB,442.176,Rose Gold,Grade A+,Working,Boxed
Apple iPhone SE 16GB,326.928,Rose Gold,Grade B,Working,Unboxed
Apple iPhone SE 16GB,282.23999999999995,Rose Gold,Grade C,Working,Unboxed
Apple iPhone SE 16GB,282.23999999999995,Silver,Grade C,Working,Unboxed
Apple iPhone SE 16GB,305.76,Grey,Grade C+,Working,Unboxed
Apple iPhone SE 16GB,395.13599999999997,Grey,Grade A+,Working,Unboxed
Apple iPhone SE 16GB,352.8,Grey,Grade A,Working,Unboxed
Apple iPhone SE 16GB,326.928,Grey,Grade B,Working,Unboxed
Apple iPhone SE 16GB,395.13599999999997,Gold,Grade A+,Working,Unboxed
Apple iPhone SE 32GB,446.87999999999994,Rose Gold,Grade A+,Working,Unboxed
Apple iPhone SE 32GB,423.36,Rose Gold,Grade A,Working,Unboxed
Apple iPhone SE 32GB,294.0,Rose Gold,Grade C,Minor Fault,Unboxed
Apple iPhone SE 64GB,413.95199999999994,Rose Gold,Grade C+,Working,Unboxed
Apple iPhone SE 64GB,489.216,Rose Gold,Grade A,Working,Unboxed
Apple iPhone SE 64GB,446.87999999999994,Rose Gold,Grade B,Working,Unboxed
Apple iPhone SE 64GB,390.432,Rose Gold,Grade C,Working,Unboxed
Apple iPhone X 256GB,1963.9199999999998,Silver,Grade C+,Working,Unboxed
Apple iPhone X 256GB,2034.4799999999998,Silver,Grade A,Working,Unboxed
Apple iPhone X 256GB,2046.24,Silver,Grade B,Working,Boxed
Apple iPhone X 256GB,1999.1999999999998,Silver,Grade B,Working,Unboxed
Apple iPhone X 256GB,2081.52,Grey,Grade A,Working,Boxed
Apple iPhone X 256GB,2034.4799999999998,Grey,Grade A,Working,Unboxed
Apple iPhone X 256GB,1999.1999999999998,Grey,Grade B,Working,Unboxed
Asus Padfone 2,129.35999999999999,Black,Grade B,Working,Boxed
Blackberry Bold 9000,47.04,Black,Grade B,Working,Unboxed
Blackberry Bold 9780,39.984,Black,Grade C,Working,Unboxed
Blackberry Bold Touch 9900,89.376,Black,Grade B,Working,Unboxed
Blackberry Leap,23.52,Black,Grade A,Minor Fault,Unboxed
Blackberry Q10,122.304,Black,Grade B,Working,Unboxed
Blackberry Torch 9800,58.8,Black,Grade B,Working,Unboxed
Blackberry Torch 9810,47.04,Silver,Grade C,Working,Unboxed
Blackberry Torch 9810,47.04,Grey,Grade C,Working,Unboxed
Blackberry Torch 9860,54.096,Black,Grade B,Working,Unboxed
Blackberry Z30,152.88,Black,Grade B,Working,Unboxed
Blackberry Z30,129.35999999999999,Black,Grade C,Working,Unboxed
CAT B10,129.35999999999999,Black,Grade B,Working,Unboxed
CAT B100,61.152,Black,Grade B,Working,Unboxed
CAT B100,47.04,Black,Grade C,Working,Unboxed
CAT B15,105.84,Black,Grade C,Working,Unboxed
CAT B15Q,164.64,Black,Grade B,Working,Unboxed
CAT B15Q,129.35999999999999,Black,Grade C,Working,Unboxed
CAT B30,82.32,Black,Grade A,Working,Boxed
CAT B30,58.8,Black,Grade B,Working,Unboxed
CAT B30,39.984,Black,Grade C,Minor Fault,Unboxed
CAT S50,188.16,Grey,Grade C,Working,Unboxed
CAT S60,623.28,Black,Grade C+,Working,Unboxed
CAT S60,529.1999999999999,Black,Grade C+,Minor Fault,Unboxed
CAT S60,693.84,Black,Grade A+,Working,Unboxed
CAT S60,705.6,Black,Grade A,Working,Boxed
CAT S60,670.32,Black,Grade B,Working,Boxed
CAT S60,646.8,Black,Grade B,Working,Unboxed
CAT S60,576.24,Black,Grade C,Working,Unboxed
CAT S60,517.4399999999999,Black,Grade C,Minor Fault,Unboxed
Doro 1362,37.632,Black,Grade B,Working,Unboxed
Doro 1362,32.928,Black,Grade C,Working,Unboxed
Doro 1362,37.632,White,Grade B,Working,Unboxed
Doro 1362,32.928,White,Grade C,Working,Unboxed
Doro 2414,35.279999999999994,Grey,Grade B,Working,Unboxed
Doro 332,32.928,Black,Grade C,Working,Unboxed
Doro 338 Gsm,35.279999999999994,Black,Grade C,Working,Unboxed
Doro 338 Gsm,35.279999999999994,White,Grade C,Working,Unboxed
Doro 345,30.576,Black,Grade C,Working,Unboxed
Doro 345,30.576,White,Grade C,Working,Unboxed
Doro 410,35.279999999999994,Red,Grade B,Working,Unboxed
Doro 410,101.136,White,Brand New,Working,Boxed
Doro 5031,56.448,Black,Grade A+,Working,Boxed
Doro 5031,56.448,Red,Grade A+,Working,Boxed
Doro 5031,42.336,Red,Grade A+,Working,Unboxed
Doro 5031,37.632,Red,Grade A,Working,Unboxed
Doro 5031,37.632,Red,Grade B,Working,Boxed
Doro 5031,35.279999999999994,Red,Grade B,Working,Unboxed
Doro 505,47.04,Black,Brand New,Working,Boxed
Doro 507,65.856,Red,Brand New,Working,Boxed
Doro 510,70.55999999999999,White,Brand New,Working,Boxed
Doro 515,42.336,Black,Grade B,Working,Unboxed
Doro 515,70.55999999999999,White,Brand New,Working,Boxed
Doro 516,51.74399999999999,Black,Grade A+,Working,Unboxed
Doro 516,42.336,Black,Grade A,Working,Unboxed
Doro 516,47.04,Black,Grade B,Working,Boxed
Doro 516,39.984,Black,Grade B,Working,Unboxed
Doro 516,61.152,Red,Grade A+,Working,Boxed
Doro 516,51.74399999999999,Red,Grade A+,Working,Unboxed
Doro 520X,51.74399999999999,Black,Grade A,Working,Unboxed
Doro 520X,44.688,Grey,Grade B,Working,Unboxed
Doro 520X,44.688,White,Grade B,Working,Unboxed
Doro 530X,56.448,Silver,Grade A,Working,Unboxed
Doro 530X,105.84,Black,Brand New,Working,Boxed
Doro 530X,61.152,Black,Grade A+,Working,Unboxed
Doro 530X,56.448,Black,Grade A,Working,Unboxed
Doro 530X,49.391999999999996,Black,Grade B,Working,Unboxed
Doro 530X,37.632,Black,Grade C,Working,Unboxed
Doro 530X,37.632,Grey,Grade C,Working,Unboxed
Doro 540X,141.11999999999998,Black,Grade A+,Working,Boxed
Doro 540X,129.35999999999999,Black,Grade A,Working,Boxed
Doro 540X,117.6,Black,Grade A,Working,Unboxed
Doro 540X,94.08,Black,Grade B,Working,Unboxed
Doro 5516,77.61599999999999,Black,Grade A+,Working,Boxed
Doro 5516,70.55999999999999,Black,Grade A+,Working,Unboxed
Doro 5516,70.55999999999999,Black,Grade A,Working,Boxed
Doro 5516,63.504,Black,Grade A,Working,Unboxed
Doro 5516,42.336,Black,Grade C,Working,Unboxed
Doro 5516,77.61599999999999,Red,Grade A+,Working,Boxed
Doro 5516,51.74399999999999,Red,Grade B,Working,Unboxed
Doro 5516,77.61599999999999,Grey,Grade A+,Working,Boxed
Doro 5516,70.55999999999999,Grey,Grade A,Working,Boxed
Doro 5516,63.504,Grey,Grade A,Working,Unboxed
Doro 5516,42.336,Grey,Grade C,Working,Unboxed
Doro 6030,65.856,Red,Grade A+,Working,Unboxed
Doro 6030,56.448,Red,Grade B,Working,Unboxed
Doro 6030,42.336,Red,Grade C,Working,Unboxed
Doro 6030,65.856,Grey,Grade A+,Working,Unboxed
Doro 6030,61.152,Grey,Grade A,Working,Unboxed
Doro 6030,56.448,Grey,Grade B,Working,Unboxed
Doro 6030,42.336,Grey,Grade C,Working,Unboxed
Doro 605,47.04,Grey,Grade B,Working,Unboxed
Doro 6050,82.32,Black,Grade A,Working,Unboxed
Doro 6050,47.04,Grey,Grade C,Working,Unboxed
Doro 607,56.448,Black,Grade B,Working,Unboxed
Doro 607,44.688,Black,Grade C,Working,Unboxed
Doro 607,63.504,Red,Grade A,Working,Unboxed
Doro 607,44.688,Red,Grade C,Working,Unboxed
Doro 609,32.928,Silver,Grade C,Working,Unboxed
Doro 609,51.74399999999999,Black,Grade A,Working,Unboxed
Doro 609,32.928,Black,Grade C,Working,Unboxed
Doro 609,58.8,Grey,Grade A+,Working,Unboxed
Doro 615,49.391999999999996,Red,Grade B,Working,Unboxed
Doro 621,65.856,Black,Grade A,Working,Unboxed
Doro 621,47.04,Black,Grade C,Working,Unboxed
Doro 621,47.04,Red,Grade C,Working,Unboxed
Doro 622,58.8,Black,Grade B,Working,Unboxed
Doro 624,89.376,Purple,Grade A+,Working,Boxed
Doro 624,44.688,Purple,Grade C,Working,Unboxed
Doro 624,117.6,Black,Brand New,Working,Boxed
Doro 624,65.856,Red,Grade A,Working,Unboxed
Doro 624,44.688,Red,Grade C,Working,Unboxed
Doro 624,117.6,Grey,Brand New,Working,Boxed
Doro 624,44.688,Grey,Grade C,Working,Unboxed
Doro 631,94.08,Pink,Grade A+,Working,Unboxed
Doro 631,89.376,Black,Grade A,Working,Boxed
Doro 631,42.336,Grey,Grade C,Working,Unboxed
Doro 632,39.984,Pink,Grade C,Working,Unboxed
Doro 632,105.84,Black,Brand New,Working,Boxed
Doro 632,82.32,Black,Grade A+,Working,Unboxed
Doro 632,39.984,Black,Grade C,Working,Unboxed
Doro 6521,49.391999999999996,Red,Grade C,Working,Unboxed
Doro 6521,105.84,Grey,Brand New,Working,Boxed
Doro 6521,91.728,Grey,Grade A+,Working,Boxed UK
Doro 6521,82.32,Grey,Grade A,Working,Boxed
Doro 6521,70.55999999999999,Grey,Grade A,Working,Unboxed
Doro 6521,49.391999999999996,Grey,Grade C,Working,Unboxed
Doro 6526,51.74399999999999,Silver,Grade C,Working,Unboxed
Doro 6526,51.74399999999999,Grey,Grade C,Working,Unboxed
Doro 6531,136.416,Black,Brand New,Working,Boxed
Doro 6531,94.08,Black,Grade A+,Working,Boxed
Doro 6531,58.8,Black,Grade B,Working,Unboxed
Doro 6531,136.416,Red,Brand New,Working,Boxed
Doro 6531,94.08,Red,Grade A+,Working,Boxed
Doro 6531,82.32,Red,Grade A+,Working,Unboxed
Doro 6531,65.856,Red,Grade B,Working,Boxed
Doro 6531,58.8,Red,Grade B,Working,Unboxed
Doro 6531,42.336,Red,Grade C,Working,Unboxed
Doro 6531,42.336,Grey,Grade C,Working,Unboxed
Doro 715,58.8,Black,Grade C,Working,Unboxed
Doro 740,23.52,Black,Grade A+,Working,Unboxed
Doro 740,82.32,Black,Grade A,Working,Unboxed
Doro 740,61.152,Black,Grade B,Working,Unboxed
Doro 740,42.336,Black,Grade C,Working,Unboxed
Doro 8020X,94.08,Blue,Grade C,Working,Unboxed
Doro 8020X,164.64,Black,Grade A+,Working,Unboxed
Doro 8020X,152.88,Black,Grade A,Working,Boxed
Doro 8020X,117.6,Black,Grade B,Working,Unboxed
Doro 8020X,94.08,Black,Grade C,Working,Unboxed
Doro 8020X,94.08,Grey,Grade C,Working,Unboxed
Doro 8030,169.344,Black,Grade A+,Working,Unboxed
Doro 8030,72.91199999999999,Black,Grade A+,Minor Fault,Unboxed
Doro 8030,164.64,Black,Grade A,Working,Boxed
Doro 8030,145.82399999999998,Black,Grade A,Working,Unboxed
Doro 8030,141.11999999999998,Black,Grade B,Working,Boxed
Doro 8030,122.304,Black,Grade B,Working,Unboxed
Doro 8030,75.264,Black,Grade C,Working,Unboxed
Doro 8030,169.344,Grey,Grade A+,Working,Unboxed
Doro 8040,152.88,Black,Grade C+,Working,Unboxed
Doro 8040,235.2,Black,Grade A+,Working,Unboxed
Doro 8040,199.92,Black,Grade A,Working,Unboxed
Doro 8040,199.92,Black,Grade B,Working,Boxed
Doro 8040,176.4,Black,Grade B,Working,Unboxed
Doro 8040,235.2,Grey,Grade A+,Working,Unboxed
Doro 810 Liberto,94.08,Black,Grade A,Working,Unboxed
Doro 820 Liberto,117.6,Pink,Grade B,Working,Unboxed
Doro 820 Liberto,223.43999999999997,Black,Grade A+,Working,Unboxed
Doro 820 Liberto,211.68,Black,Grade A,Working,Boxed
Doro 820 Liberto,188.16,Black,Grade A,Working,Unboxed
Doro 820 Liberto,141.11999999999998,Black,Grade B,Working,Boxed
Doro 820 Liberto,117.6,Black,Grade B,Working,Unboxed
Doro 820 Liberto,117.6,White,Grade B,Working,Unboxed
Doro 820 Liberto Mini,42.336,Black,Grade C,Working,Unboxed
Doro 820 Liberto Mini,42.336,Grey,Grade C,Working,Unboxed
Doro 825 Liberto,246.95999999999998,Black,Grade A+,Working,Unboxed
Doro 825 Liberto,246.95999999999998,Black,Grade A,Working,Boxed
Doro 825 Liberto,223.43999999999997,Black,Grade A,Working,Unboxed
Doro 825 Liberto,188.16,Black,Grade B,Working,Boxed
Doro 825 Liberto,164.64,Black,Grade B,Working,Unboxed
Doro 825 Liberto,129.35999999999999,Black,Grade C,Working,Unboxed
Emporia V99,82.32,Black,Grade B,Working,Boxed
